month,year,usage,usage_normal,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester
4,2557,9978,0.3200,4179.78,0.1102,5,0.0000,31,0.8571,1
5,2557,9978,0.3200,4179.78,0.1102,5,0.0000,31,0.8571,1
6,2557,9978,0.3200,4179.78,0.1102,5,0.0000,30,0.7143,0
7,2557,8697,0.2768,4179.78,0.1102,5,0.0000,30,0.7143,0
8,2557,8697,0.2768,4179.78,0.1102,5,0.0000,29,0.5714,1
9,2557,5623,0.1730,4179.78,0.1102,5,0.0000,29,0.5714,1
10,2557,8045,0.2548,4179.78,0.1102,5,0.0000,29,0.5714,1
11,2557,3563,0.1035,4179.78,0.1102,5,0.0000,29,0.5714,1
12,2557,4958,0.1506,4179.78,0.1102,5,0.0000,27,0.2857,1
1,2558,5162,0.1575,4179.78,0.1102,5,0.0000,26,0.1429,1
2,2558,5940,0.1837,4179.78,0.1102,5,0.0000,28,0.4286,1
3,2558,5940,0.1837,4179.78,0.1102,5,0.0000,30,0.7143,1
4,2558,5123,0.1562,4179.78,0.1102,5,0.0000,30,0.7143,1
5,2558,5932,0.1835,4179.78,0.1102,5,0.0000,31,0.8571,1
6,2558,4092,0.1214,4179.78,0.1102,5,0.0000,30,0.7143,0
7,2558,4929,0.1496,4179.78,0.1102,5,0.0000,30,0.7143,0
8,2558,6226,0.1934,4179.78,0.1102,5,0.0000,30,0.7143,1
9,2558,8132,0.2577,4179.78,0.1102,5,0.0000,29,0.5714,1
10,2558,6226,0.1934,4179.78,0.1102,5,0.0000,29,0.5714,1
11,2558,6226,0.1934,4179.78,0.1102,5,0.0000,29,0.5714,1
12,2558,6226,0.1934,4179.78,0.1102,5,0.0000,28,0.4286,1
1,2559,6226,0.1934,4179.78,0.1102,5,0.0000,27,0.2857,1
2,2559,6226,0.1934,4179.78,0.1102,5,0.0000,28,0.4286,1
3,2559,6226,0.1934,4179.78,0.1102,5,0.0000,31,0.8571,1
4,2559,6226,0.1934,4179.78,0.1102,5,0.0000,32,1.0000,1
5,2559,6226,0.1934,4179.78,0.1102,5,0.0000,32,1.0000,1
6,2559,6226,0.1934,4179.78,0.1102,5,0.0000,29,0.5714,0
