month,year,usage,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester,lecture,office,multipurpose,laboratory,domitory,parking
7,2560,68000,12388.55,0.2487,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2560,104000,12388.55,0.2487,10,0.1216,29,0.5714,1,1,0,0,0,0,0
9,2560,84000,12388.55,0.2487,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2560,96000,12388.55,0.2487,10,0.1216,28,0.4286,1,1,0,0,0,0,0
11,2560,68000,12388.55,0.2487,10,0.1216,28,0.4286,1,1,0,0,0,0,0
12,2560,80000,12388.55,0.2487,10,0.1216,26,0.1429,1,1,0,0,0,0,0
1,2558,50000,10354.32,0.2077,10,0.1216,26,0.1429,1,1,0,0,0,0,0
2,2558,58000,10354.32,0.2077,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2558,60000,10354.32,0.2077,10,0.1216,30,0.7143,1,1,0,0,0,0,0
4,2558,54000,10354.32,0.2077,10,0.1216,30,0.7143,1,1,0,0,0,0,0
5,2558,78000,10354.32,0.2077,10,0.1216,31,0.8571,1,1,0,0,0,0,0
6,2558,48000,10354.32,0.2077,10,0.1216,30,0.7143,0,1,0,0,0,0,0
7,2558,54000,10354.32,0.2077,10,0.1216,30,0.7143,0,1,0,0,0,0,0
8,2558,78000,10354.32,0.2077,10,0.1216,30,0.7143,1,1,0,0,0,0,0
9,2558,84000,10354.32,0.2077,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2558,60000,10354.32,0.2077,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2558,76000,10354.32,0.2077,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2558,38000,10354.32,0.2077,10,0.1216,28,0.4286,1,1,0,0,0,0,0
1,2559,56000,10354.32,0.2077,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2559,64000,10354.32,0.2077,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2559,70000,10354.32,0.2077,10,0.1216,31,0.8571,1,1,0,0,0,0,0
4,2559,88000,10354.32,0.2077,10,0.1216,32,1.0000,1,1,0,0,0,0,0
5,2559,56000,10354.32,0.2077,10,0.1216,32,1.0000,1,1,0,0,0,0,0
6,2559,66000,10354.32,0.2077,10,0.1216,29,0.5714,0,1,0,0,0,0,0
7,2559,42000,10354.32,0.2077,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2559,80000,10354.32,0.2077,10,0.1216,30,0.7143,1,1,0,0,0,0,0
9,2559,62000,10354.32,0.2077,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2559,62000,10354.32,0.2077,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2559,64000,10354.32,0.2077,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2559,50000,10354.32,0.2077,10,0.1216,27,0.2857,1,1,0,0,0,0,0
1,2560,48000,10354.32,0.2077,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2560,66000,10354.32,0.2077,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2560,64000,10354.32,0.2077,10,0.1216,30,0.7143,1,1,0,0,0,0,0
4,2560,86000,10354.32,0.2077,10,0.1216,31,0.8571,1,1,0,0,0,0,0
5,2560,66000,10354.32,0.2077,10,0.1216,30,0.7143,1,1,0,0,0,0,0
6,2560,66000,10354.32,0.2077,10,0.1216,29,0.5714,0,1,0,0,0,0,0
7,2560,52000,10354.32,0.2077,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2560,96000,10354.32,0.2077,10,0.1216,29,0.5714,1,1,0,0,0,0,0
9,2560,60000,10354.32,0.2077,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2560,72000,10354.32,0.2077,10,0.1216,28,0.4286,1,1,0,0,0,0,0
11,2560,54000,10354.32,0.2077,10,0.1216,28,0.4286,1,1,0,0,0,0,0
12,2560,38000,10354.32,0.2077,10,0.1216,26,0.1429,1,1,0,0,0,0,0
1,2558,112000,8114.84,0.1625,7,0.0811,26,0.1429,1,1,0,0,0,0,0
2,2558,118000,8114.84,0.1625,7,0.0811,28,0.4286,1,1,0,0,0,0,0
3,2558,120000,8114.84,0.1625,7,0.0811,30,0.7143,1,1,0,0,0,0,0
4,2558,130000,8114.84,0.1625,7,0.0811,30,0.7143,1,1,0,0,0,0,0
5,2558,130000,8114.84,0.1625,7,0.0811,31,0.8571,1,1,0,0,0,0,0
6,2558,102000,8114.84,0.1625,7,0.0811,30,0.7143,0,1,0,0,0,0,0
7,2558,116000,8114.84,0.1625,7,0.0811,30,0.7143,0,1,0,0,0,0,0
8,2558,132000,8114.84,0.1625,7,0.0811,30,0.7143,1,1,0,0,0,0,0
9,2558,122000,8114.84,0.1625,7,0.0811,29,0.5714,1,1,0,0,0,0,0
10,2558,112000,8114.84,0.1625,7,0.0811,29,0.5714,1,1,0,0,0,0,0
11,2558,122000,8114.84,0.1625,7,0.0811,29,0.5714,1,1,0,0,0,0,0
12,2558,96000,8114.84,0.1625,7,0.0811,28,0.4286,1,1,0,0,0,0,0
1,2559,94000,8114.84,0.1625,7,0.0811,27,0.2857,1,1,0,0,0,0,0
2,2559,128000,8114.84,0.1625,7,0.0811,28,0.4286,1,1,0,0,0,0,0
3,2559,128000,8114.84,0.1625,7,0.0811,31,0.8571,1,1,0,0,0,0,0
4,2559,132000,8114.84,0.1625,7,0.0811,32,1.0000,1,1,0,0,0,0,0
5,2559,104000,8114.84,0.1625,7,0.0811,32,1.0000,1,1,0,0,0,0,0
6,2559,118000,8114.84,0.1625,7,0.0811,29,0.5714,0,1,0,0,0,0,0
7,2559,86000,8114.84,0.1625,7,0.0811,29,0.5714,0,1,0,0,0,0,0
8,2559,132000,8114.84,0.1625,7,0.0811,30,0.7143,1,1,0,0,0,0,0
9,2559,110000,8114.84,0.1625,7,0.0811,29,0.5714,1,1,0,0,0,0,0
10,2559,114000,8114.84,0.1625,7,0.0811,29,0.5714,1,1,0,0,0,0,0
11,2559,102000,8114.84,0.1625,7,0.0811,29,0.5714,1,1,0,0,0,0,0
12,2559,102000,8114.84,0.1625,7,0.0811,27,0.2857,1,1,0,0,0,0,0
1,2560,100000,8114.84,0.1625,7,0.0811,27,0.2857,1,1,0,0,0,0,0
2,2560,126000,8114.84,0.1625,7,0.0811,28,0.4286,1,1,0,0,0,0,0
3,2560,118000,8114.84,0.1625,7,0.0811,30,0.7143,1,1,0,0,0,0,0
4,2560,130000,8114.84,0.1625,7,0.0811,31,0.8571,1,1,0,0,0,0,0
5,2560,106000,8114.84,0.1625,7,0.0811,30,0.7143,1,1,0,0,0,0,0
6,2560,112000,8114.84,0.1625,7,0.0811,29,0.5714,0,1,0,0,0,0,0
7,2560,96000,8114.84,0.1625,7,0.0811,29,0.5714,0,1,0,0,0,0,0
8,2560,152000,8114.84,0.1625,7,0.0811,29,0.5714,1,1,0,0,0,0,0
9,2560,128000,8114.84,0.1625,7,0.0811,29,0.5714,1,1,0,0,0,0,0
10,2560,128000,8114.84,0.1625,7,0.0811,28,0.4286,1,1,0,0,0,0,0
11,2560,82000,8114.84,0.1625,7,0.0811,28,0.4286,1,1,0,0,0,0,0
12,2560,84000,8114.84,0.1625,7,0.0811,26,0.1429,1,1,0,0,0,0,0
9,2558,30512,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
10,2558,28220,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
11,2558,28648,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
12,2558,25829,2684.53,0.0530,5,0.0541,28,0.4286,1,1,0,0,0,0,0
1,2559,22267,2684.53,0.0530,5,0.0541,27,0.2857,1,1,0,0,0,0,0
2,2559,25769,2684.53,0.0530,5,0.0541,28,0.4286,1,1,0,0,0,0,0
3,2559,32134,2684.53,0.0530,5,0.0541,31,0.8571,1,1,0,0,0,0,0
4,2559,32712,2684.53,0.0530,5,0.0541,32,1.0000,1,1,0,0,0,0,0
5,2559,32514,2684.53,0.0530,5,0.0541,32,1.0000,1,1,0,0,0,0,0
6,2559,26481,2684.53,0.0530,5,0.0541,29,0.5714,0,1,0,0,0,0,0
7,2559,24836,2684.53,0.0530,5,0.0541,29,0.5714,0,1,0,0,0,0,0
8,2559,28495,2684.53,0.0530,5,0.0541,30,0.7143,1,1,0,0,0,0,0
9,2559,28052,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
10,2559,26441,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
11,2559,28127,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
12,2559,21943,2684.53,0.0530,5,0.0541,27,0.2857,1,1,0,0,0,0,0
1,2560,20484,2684.53,0.0530,5,0.0541,27,0.2857,1,1,0,0,0,0,0
2,2560,22081,2684.53,0.0530,5,0.0541,28,0.4286,1,1,0,0,0,0,0
3,2560,29645,2684.53,0.0530,5,0.0541,30,0.7143,1,1,0,0,0,0,0
4,2560,27097,2684.53,0.0530,5,0.0541,31,0.8571,1,1,0,0,0,0,0
5,2560,29666,2684.53,0.0530,5,0.0541,30,0.7143,1,1,0,0,0,0,0
7,2560,24730,2684.53,0.0530,5,0.0541,29,0.5714,0,1,0,0,0,0,0
8,2560,30652,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
9,2560,30451,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
10,2560,24970,2684.53,0.0530,5,0.0541,28,0.4286,1,1,0,0,0,0,0
11,2560,24117,2684.53,0.0530,5,0.0541,28,0.4286,1,1,0,0,0,0,0
12,2560,20475,2684.53,0.0530,5,0.0541,26,0.1429,1,1,0,0,0,0,0
1,2561,22719,2684.53,0.0530,5,0.0541,27,0.2857,1,1,0,0,0,0,0
2,2561,22833,2684.53,0.0530,5,0.0541,27,0.2857,1,1,0,0,0,0,0
3,2561,30767,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
4,2561,28027,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
5,2561,27461,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
6,2561,28361,2684.53,0.0530,5,0.0541,30,0.7143,0,1,0,0,0,0,0
7,2561,24944,2684.53,0.0530,5,0.0541,29,0.5714,0,1,0,0,0,0,0
8,2561,29608,2684.53,0.0530,5,0.0541,29,0.5714,1,1,0,0,0,0,0
9,2558,21716,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
10,2558,19781,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
11,2558,20997,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
12,2558,20670,3331.84,0.0661,5,0.0541,28,0.4286,1,1,0,0,0,0,0
1,2559,18983,3331.84,0.0661,5,0.0541,27,0.2857,1,1,0,0,0,0,0
2,2559,18658,3331.84,0.0661,5,0.0541,28,0.4286,1,1,0,0,0,0,0
3,2559,23916,3331.84,0.0661,5,0.0541,31,0.8571,1,1,0,0,0,0,0
4,2559,26426,3331.84,0.0661,5,0.0541,32,1.0000,1,1,0,0,0,0,0
5,2559,27269,3331.84,0.0661,5,0.0541,32,1.0000,1,1,0,0,0,0,0
6,2559,22116,3331.84,0.0661,5,0.0541,29,0.5714,0,1,0,0,0,0,0
7,2559,16722,3331.84,0.0661,5,0.0541,29,0.5714,0,1,0,0,0,0,0
8,2559,22097,3331.84,0.0661,5,0.0541,30,0.7143,1,1,0,0,0,0,0
9,2559,23847,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
10,2559,20770,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
11,2559,21383,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
12,2559,19534,3331.84,0.0661,5,0.0541,27,0.2857,1,1,0,0,0,0,0
1,2560,17836,3331.84,0.0661,5,0.0541,27,0.2857,1,1,0,0,0,0,0
2,2560,20234,3331.84,0.0661,5,0.0541,28,0.4286,1,1,0,0,0,0,0
3,2560,21435,3331.84,0.0661,5,0.0541,30,0.7143,1,1,0,0,0,0,0
4,2560,20872,3331.84,0.0661,5,0.0541,31,0.8571,1,1,0,0,0,0,0
5,2560,23004,3331.84,0.0661,5,0.0541,30,0.7143,1,1,0,0,0,0,0
7,2560,19750,3331.84,0.0661,5,0.0541,29,0.5714,0,1,0,0,0,0,0
8,2560,21048,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
9,2560,23406,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
11,2560,20006,3331.84,0.0661,5,0.0541,28,0.4286,1,1,0,0,0,0,0
12,2560,18386,3331.84,0.0661,5,0.0541,26,0.1429,1,1,0,0,0,0,0
1,2561,15735,3331.84,0.0661,5,0.0541,27,0.2857,1,1,0,0,0,0,0
2,2561,19761,3331.84,0.0661,5,0.0541,27,0.2857,1,1,0,0,0,0,0
3,2561,21867,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
4,2561,21439,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
5,2561,22748,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
6,2561,21088,3331.84,0.0661,5,0.0541,30,0.7143,0,1,0,0,0,0,0
7,2561,19313,3331.84,0.0661,5,0.0541,29,0.5714,0,1,0,0,0,0,0
8,2561,20574,3331.84,0.0661,5,0.0541,29,0.5714,1,1,0,0,0,0,0
9,2558,11418,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2558,11650,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2558,12306,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2558,11284,12184.46,0.2446,10,0.1216,28,0.4286,1,1,0,0,0,0,0
1,2559,10985,12184.46,0.2446,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2559,11874,12184.46,0.2446,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2559,14085,12184.46,0.2446,10,0.1216,31,0.8571,1,1,0,0,0,0,0
4,2559,14346,12184.46,0.2446,10,0.1216,32,1.0000,1,1,0,0,0,0,0
5,2559,15383,12184.46,0.2446,10,0.1216,32,1.0000,1,1,0,0,0,0,0
6,2559,13397,12184.46,0.2446,10,0.1216,29,0.5714,0,1,0,0,0,0,0
7,2559,12179,12184.46,0.2446,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2559,13041,12184.46,0.2446,10,0.1216,30,0.7143,1,1,0,0,0,0,0
9,2559,10625,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2559,10224,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2559,10735,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2559,9753,12184.46,0.2446,10,0.1216,27,0.2857,1,1,0,0,0,0,0
1,2560,9473,12184.46,0.2446,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2560,10065,12184.46,0.2446,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2560,13987,12184.46,0.2446,10,0.1216,30,0.7143,1,1,0,0,0,0,0
4,2560,12815,12184.46,0.2446,10,0.1216,31,0.8571,1,1,0,0,0,0,0
5,2560,12600,12184.46,0.2446,10,0.1216,30,0.7143,1,1,0,0,0,0,0
7,2560,11893,12184.46,0.2446,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2560,12740,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
9,2560,12446,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2560,37000,12184.46,0.2446,10,0.1216,28,0.4286,1,1,0,0,0,0,0
11,2560,10840,12184.46,0.2446,10,0.1216,28,0.4286,1,1,0,0,0,0,0
12,2560,9478,12184.46,0.2446,10,0.1216,26,0.1429,1,1,0,0,0,0,0
1,2561,10144,12184.46,0.2446,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2561,9735,12184.46,0.2446,10,0.1216,27,0.2857,1,1,0,0,0,0,0
3,2561,12493,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
4,2561,10921,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
5,2561,10409,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
6,2561,11752,12184.46,0.2446,10,0.1216,30,0.7143,0,1,0,0,0,0,0
7,2561,11399,12184.46,0.2446,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2561,11711,12184.46,0.2446,10,0.1216,29,0.5714,1,1,0,0,0,0,0
9,2558,87000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2558,75000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2558,89000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2558,63000,9178.63,0.1840,10,0.1216,28,0.4286,1,1,0,0,0,0,0
1,2559,60000,9178.63,0.1840,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2559,63000,9178.63,0.1840,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2559,82000,9178.63,0.1840,10,0.1216,31,0.8571,1,1,0,0,0,0,0
4,2559,78000,9178.63,0.1840,10,0.1216,32,1.0000,1,1,0,0,0,0,0
5,2559,78000,9178.63,0.1840,10,0.1216,32,1.0000,1,1,0,0,0,0,0
6,2559,69000,9178.63,0.1840,10,0.1216,29,0.5714,0,1,0,0,0,0,0
7,2559,65000,9178.63,0.1840,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2559,90000,9178.63,0.1840,10,0.1216,30,0.7143,1,1,0,0,0,0,0
9,2559,81000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2559,67000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2559,88000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2559,66000,9178.63,0.1840,10,0.1216,27,0.2857,1,1,0,0,0,0,0
1,2560,58000,9178.63,0.1840,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2560,66000,9178.63,0.1840,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2560,82000,9178.63,0.1840,10,0.1216,30,0.7143,1,1,0,0,0,0,0
4,2560,76000,9178.63,0.1840,10,0.1216,31,0.8571,1,1,0,0,0,0,0
5,2560,85000,9178.63,0.1840,10,0.1216,30,0.7143,1,1,0,0,0,0,0
7,2560,60000,9178.63,0.1840,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2560,80000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
9,2560,80000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2560,71000,9178.63,0.1840,10,0.1216,28,0.4286,1,1,0,0,0,0,0
11,2560,70000,9178.63,0.1840,10,0.1216,28,0.4286,1,1,0,0,0,0,0
12,2560,59000,9178.63,0.1840,10,0.1216,26,0.1429,1,1,0,0,0,0,0
1,2561,66000,9178.63,0.1840,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2561,62000,9178.63,0.1840,10,0.1216,27,0.2857,1,1,0,0,0,0,0
3,2561,87000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
4,2561,74000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
5,2561,72000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
6,2561,78000,9178.63,0.1840,10,0.1216,30,0.7143,0,1,0,0,0,0,0
7,2561,74000,9178.63,0.1840,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2561,95000,9178.63,0.1840,10,0.1216,29,0.5714,1,1,0,0,0,0,0
9,2558,9000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
10,2558,10000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
11,2558,7000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
12,2558,9000,1488.95,0.0289,2,0.0135,28,0.4286,1,1,0,0,0,0,0
1,2559,9000,1488.95,0.0289,2,0.0135,27,0.2857,1,1,0,0,0,0,0
2,2559,8000,1488.95,0.0289,2,0.0135,28,0.4286,1,1,0,0,0,0,0
3,2559,12000,1488.95,0.0289,2,0.0135,31,0.8571,1,1,0,0,0,0,0
4,2559,11000,1488.95,0.0289,2,0.0135,32,1.0000,1,1,0,0,0,0,0
5,2559,12000,1488.95,0.0289,2,0.0135,32,1.0000,1,1,0,0,0,0,0
6,2559,9000,1488.95,0.0289,2,0.0135,29,0.5714,0,1,0,0,0,0,0
7,2559,8000,1488.95,0.0289,2,0.0135,29,0.5714,0,1,0,0,0,0,0
8,2559,10000,1488.95,0.0289,2,0.0135,30,0.7143,1,1,0,0,0,0,0
9,2559,9000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
10,2559,8000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
11,2559,9000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
12,2559,8000,1488.95,0.0289,2,0.0135,27,0.2857,1,1,0,0,0,0,0
1,2560,8000,1488.95,0.0289,2,0.0135,27,0.2857,1,1,0,0,0,0,0
2,2560,9000,1488.95,0.0289,2,0.0135,28,0.4286,1,1,0,0,0,0,0
3,2560,11000,1488.95,0.0289,2,0.0135,30,0.7143,1,1,0,0,0,0,0
4,2560,11000,1488.95,0.0289,2,0.0135,31,0.8571,1,1,0,0,0,0,0
5,2560,11000,1488.95,0.0289,2,0.0135,30,0.7143,1,1,0,0,0,0,0
7,2560,9000,1488.95,0.0289,2,0.0135,29,0.5714,0,1,0,0,0,0,0
8,2560,8000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
9,2560,11000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
10,2560,8000,1488.95,0.0289,2,0.0135,28,0.4286,1,1,0,0,0,0,0
11,2560,10000,1488.95,0.0289,2,0.0135,28,0.4286,1,1,0,0,0,0,0
12,2560,7000,1488.95,0.0289,2,0.0135,26,0.1429,1,1,0,0,0,0,0
1,2561,9000,1488.95,0.0289,2,0.0135,27,0.2857,1,1,0,0,0,0,0
2,2561,9000,1488.95,0.0289,2,0.0135,27,0.2857,1,1,0,0,0,0,0
3,2561,11000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
4,2561,10000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
5,2561,11000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
6,2561,9000,1488.95,0.0289,2,0.0135,30,0.7143,0,1,0,0,0,0,0
7,2561,6000,1488.95,0.0289,2,0.0135,29,0.5714,0,1,0,0,0,0,0
8,2561,7000,1488.95,0.0289,2,0.0135,29,0.5714,1,1,0,0,0,0,0
9,2558,3126,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
10,2558,4116,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
11,2558,3254,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
12,2558,3743,695.77,0.0130,2,0.0135,28,0.4286,1,1,0,0,0,0,0
1,2559,3835,695.77,0.0130,2,0.0135,27,0.2857,1,1,0,0,0,0,0
2,2559,3409,695.77,0.0130,2,0.0135,28,0.4286,1,1,0,0,0,0,0
3,2559,3419,695.77,0.0130,2,0.0135,31,0.8571,1,1,0,0,0,0,0
4,2559,3360,695.77,0.0130,2,0.0135,32,1.0000,1,1,0,0,0,0,0
5,2559,3368,695.77,0.0130,2,0.0135,32,1.0000,1,1,0,0,0,0,0
6,2559,3886,695.77,0.0130,2,0.0135,29,0.5714,0,1,0,0,0,0,0
7,2559,3810,695.77,0.0130,2,0.0135,29,0.5714,0,1,0,0,0,0,0
8,2559,3745,695.77,0.0130,2,0.0135,30,0.7143,1,1,0,0,0,0,0
9,2559,3387,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
10,2559,3871,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
11,2559,3977,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
12,2559,3844,695.77,0.0130,2,0.0135,27,0.2857,1,1,0,0,0,0,0
1,2560,3601,695.77,0.0130,2,0.0135,27,0.2857,1,1,0,0,0,0,0
2,2560,3215,695.77,0.0130,2,0.0135,28,0.4286,1,1,0,0,0,0,0
3,2560,3906,695.77,0.0130,2,0.0135,30,0.7143,1,1,0,0,0,0,0
4,2560,3668,695.77,0.0130,2,0.0135,31,0.8571,1,1,0,0,0,0,0
5,2560,3988,695.77,0.0130,2,0.0135,30,0.7143,1,1,0,0,0,0,0
7,2560,3613,695.77,0.0130,2,0.0135,29,0.5714,0,1,0,0,0,0,0
8,2560,4022,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
9,2560,3751,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
10,2560,3421,695.77,0.0130,2,0.0135,28,0.4286,1,1,0,0,0,0,0
11,2560,3710,695.77,0.0130,2,0.0135,28,0.4286,1,1,0,0,0,0,0
12,2560,3671,695.77,0.0130,2,0.0135,26,0.1429,1,1,0,0,0,0,0
1,2561,37000,695.77,0.0130,2,0.0135,27,0.2857,1,1,0,0,0,0,0
2,2561,3762,695.77,0.0130,2,0.0135,27,0.2857,1,1,0,0,0,0,0
3,2561,4521,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
4,2561,3696,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
5,2561,4247,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
6,2561,5393,695.77,0.0130,2,0.0135,30,0.7143,0,1,0,0,0,0,0
7,2561,4675,695.77,0.0130,2,0.0135,29,0.5714,0,1,0,0,0,0,0
8,2561,4594,695.77,0.0130,2,0.0135,29,0.5714,1,1,0,0,0,0,0
9,2558,78000,5072.50,0.1012,6,0.0676,29,0.5714,1,1,0,0,0,0,0
10,2558,74000,5072.50,0.1012,6,0.0676,29,0.5714,1,1,0,0,0,0,0
11,2558,75000,5072.50,0.1012,6,0.0676,29,0.5714,1,1,0,0,0,0,0
12,2558,67000,5072.50,0.1012,6,0.0676,28,0.4286,1,1,0,0,0,0,0
1,2559,66000,5072.50,0.1012,6,0.0676,27,0.2857,1,1,0,0,0,0,0
2,2559,67000,5072.50,0.1012,6,0.0676,28,0.4286,1,1,0,0,0,0,0
3,2559,83000,5072.50,0.1012,6,0.0676,31,0.8571,1,1,0,0,0,0,0
4,2559,81000,5072.50,0.1012,6,0.0676,32,1.0000,1,1,0,0,0,0,0
5,2559,82000,5072.50,0.1012,6,0.0676,32,1.0000,1,1,0,0,0,0,0
6,2559,69000,5072.50,0.1012,6,0.0676,29,0.5714,0,1,0,0,0,0,0
7,2559,67000,5072.50,0.1012,6,0.0676,29,0.5714,0,1,0,0,0,0,0
8,2559,74000,5072.50,0.1012,6,0.0676,30,0.7143,1,1,0,0,0,0,0
9,2559,69000,5072.50,0.1012,6,0.0676,29,0.5714,1,1,0,0,0,0,0
10,2559,68000,5072.50,0.1012,6,0.0676,29,0.5714,1,1,0,0,0,0,0
11,2559,74000,5072.50,0.1012,6,0.0676,29,0.5714,1,1,0,0,0,0,0
12,2559,61000,5072.50,0.1012,6,0.0676,27,0.2857,1,1,0,0,0,0,0
